ID_Venda;Data;ID_Produto;ID_Cliente;ID_Vendedor;Quantidade;Preco_Unitario;Desconto_Pct;Valor_Bruto;Valor_Desconto;Valor_Total;Canal_Venda;arquivo_origem
V00442;2024-04-05;P001;C024;V06;1;5092.97;0.0;5092.97;0.0;5092.97;Marketplace;dataset_vendas_fake.xlsx
V00443;2024-10-17;P007;C006;V06;1;2900.15;0.0;2900.15;0.0;2900.15;Vendedor Externo;dataset_vendas_fake.xlsx
V00444;2024-09-20;P011;C003;V07;1;1285.5;0.05;1285.5;64.28;1221.22;Loja Física;dataset_vendas_fake.xlsx
V00445;2024-04-04;P005;C016;V07;1;2398.08;0.2;2398.08;479.62;1918.46;E-commerce;dataset_vendas_fake.xlsx
V00446;2024-01-04;P009;C013;V02;2;329.96;0.0;659.92;0.0;659.92;Vendedor Externo;dataset_vendas_fake.xlsx
V00447;2024-05-16;P011;C010;V02;1;1122.05;0.0;1122.05;0.0;1122.05;Marketplace;dataset_vendas_fake.xlsx
V00448;2024-11-30;P012;C023;V05;1;1010.03;0.05;1010.03;50.5;959.53;Loja Física;dataset_vendas_fake.xlsx
V00449;2024-12-07;P004;C015;V08;2;251.81;0.0;503.62;0.0;503.62;E-commerce;dataset_vendas_fake.xlsx
V00450;2024-07-26;P017;C030;V08;1;606.36;0.0;606.36;0.0;606.36;Loja Física;dataset_vendas_fake.xlsx
V00451;2024-11-23;P010;C012;V01;3;464.81;0.0;1394.43;0.0;1394.43;E-commerce;dataset_vendas_fake.xlsx
V00452;2024-03-09;P016;C005;V06;2;681.76;0.1;1363.52;136.35;1227.17;Marketplace;dataset_vendas_fake.xlsx
V00453;2024-07-31;P018;C030;V08;3;866.51;0.0;2599.53;0.0;2599.53;E-commerce;dataset_vendas_fake.xlsx
V00454;2024-05-06;P020;C028;V05;1;204.01;0.0;204.01;0.0;204.01;Vendedor Externo;dataset_vendas_fake.xlsx
V00455;2024-09-27;P012;C003;V02;2;956.18;0.05;1912.36;95.62;1816.74;Loja Física;dataset_vendas_fake.xlsx
V00456;2024-10-07;P017;C007;V01;1;570.2;0.15;570.2;85.53;484.67;E-commerce;dataset_vendas_fake.xlsx
V00457;2024-06-16;P017;C015;V03;1;506.59;0.2;506.59;101.32;405.27;E-commerce;dataset_vendas_fake.xlsx
V00458;2024-10-25;P016;C003;V07;1;743.54;0.0;743.54;0.0;743.54;Loja Física;dataset_vendas_fake.xlsx
V00459;2024-08-20;P005;C017;V04;1;2332.14;0.0;2332.14;0.0;2332.14;Vendedor Externo;dataset_vendas_fake.xlsx
V00460;2024-10-15;P002;C018;V05;1;3852.05;0.0;3852.05;0.0;3852.05;Marketplace;dataset_vendas_fake.xlsx
V00461;2024-01-12;P013;C009;V01;1;131.75;0.2;131.75;26.35;105.4;E-commerce;dataset_vendas_fake.xlsx
V00462;2024-10-23;P003;C002;V06;1;66.59;0.0;66.59;0.0;66.59;Marketplace;dataset_vendas_fake.xlsx
V00463;2024-12-24;P003;C018;V05;2;58.31;0.2;116.62;23.32;93.3;Loja Física;dataset_vendas_fake.xlsx
V00464;2024-08-29;P002;C010;V07;1;3731.33;0.0;3731.33;0.0;3731.33;E-commerce;dataset_vendas_fake.xlsx
V00465;2024-03-10;P014;C012;V06;1;107.39;0.0;107.39;0.0;107.39;Vendedor Externo;dataset_vendas_fake.xlsx
V00466;2024-07-12;P013;C003;V02;2;133.08;0.0;266.16;0.0;266.16;Marketplace;dataset_vendas_fake.xlsx
V00467;2024-03-01;P006;C018;V05;2;1048.16;0.0;2096.32;0.0;2096.32;E-commerce;dataset_vendas_fake.xlsx
V00468;2024-04-24;P001;C025;V03;1;4041.07;0.05;4041.07;202.05;3839.02;Marketplace;dataset_vendas_fake.xlsx
V00469;2024-08-25;P018;C014;V04;2;877.99;0.1;1755.98;175.6;1580.38;E-commerce;dataset_vendas_fake.xlsx
V00470;2024-05-06;P015;C012;V01;2;305.52;0.1;611.04;61.1;549.94;Marketplace;dataset_vendas_fake.xlsx
V00471;2024-04-06;P004;C002;V06;1;232.05;0.0;232.05;0.0;232.05;Loja Física;dataset_vendas_fake.xlsx
V00472;2024-05-03;P007;C003;V02;1;2728.23;0.15;2728.23;409.23;2319.0;Loja Física;dataset_vendas_fake.xlsx
V00473;2024-08-16;P020;C022;V01;1;168.06;0.0;168.06;0.0;168.06;E-commerce;dataset_vendas_fake.xlsx
V00474;2024-01-23;P013;C015;V03;4;129.26;0.0;517.04;0.0;517.04;E-commerce;dataset_vendas_fake.xlsx
V00475;2024-01-29;P005;C017;V04;1;1952.88;0.2;1952.88;390.58;1562.3;E-commerce;dataset_vendas_fake.xlsx
V00476;2024-10-21;P011;C019;V05;4;1114.04;0.15;4456.16;668.42;3787.74;E-commerce;dataset_vendas_fake.xlsx
V00477;2024-06-03;P005;C022;V01;2;2330.66;0.0;4661.32;0.0;4661.32;Vendedor Externo;dataset_vendas_fake.xlsx
V00478;2024-06-02;P009;C002;V01;1;355.27;0.0;355.27;0.0;355.27;Vendedor Externo;dataset_vendas_fake.xlsx
V00479;2024-10-11;P016;C002;V06;1;605.04;0.0;605.04;0.0;605.04;Vendedor Externo;dataset_vendas_fake.xlsx
V00480;2024-09-25;P011;C023;V05;2;1175.38;0.0;2350.76;0.0;2350.76;Vendedor Externo;dataset_vendas_fake.xlsx
V00481;2024-03-17;P010;C013;V02;4;410.52;0.0;1642.08;0.0;1642.08;Vendedor Externo;dataset_vendas_fake.xlsx
V00482;2024-05-03;P008;C010;V02;1;1864.62;0.0;1864.62;0.0;1864.62;Vendedor Externo;dataset_vendas_fake.xlsx
V00483;2024-01-30;P018;C014;V04;2;956.87;0.15;1913.74;287.06;1626.68;E-commerce;dataset_vendas_fake.xlsx
V00484;2024-07-17;P008;C009;V01;2;1708.81;0.0;3417.62;0.0;3417.62;Marketplace;dataset_vendas_fake.xlsx
V00485;2024-11-27;P003;C030;V08;3;65.24;0.0;195.72;0.0;195.72;Marketplace;dataset_vendas_fake.xlsx
V00486;2024-02-17;P018;C024;V01;4;924.63;0.0;3698.52;0.0;3698.52;Loja Física;dataset_vendas_fake.xlsx
V00487;2024-05-17;P013;C022;V01;1;140.66;0.0;140.66;0.0;140.66;Loja Física;dataset_vendas_fake.xlsx
V00488;2024-04-06;P019;C024;V01;2;437.68;0.0;875.36;0.0;875.36;Vendedor Externo;dataset_vendas_fake.xlsx
V00489;2024-04-16;P011;C010;V02;5;1127.52;0.2;5637.6;1127.52;4510.08;E-commerce;dataset_vendas_fake.xlsx
V00490;2024-04-07;P004;C024;V06;1;279.86;0.05;279.86;13.99;265.87;E-commerce;dataset_vendas_fake.xlsx
V00491;2024-12-22;P020;C023;V05;1;196.1;0.1;196.1;19.61;176.49;Vendedor Externo;dataset_vendas_fake.xlsx
V00492;2024-05-02;P018;C011;V08;1;845.97;0.0;845.97;0.0;845.97;Vendedor Externo;dataset_vendas_fake.xlsx
V00493;2024-08-26;P018;C021;V07;2;940.42;0.05;1880.84;94.04;1786.8;Marketplace;dataset_vendas_fake.xlsx
V00494;2024-05-13;P012;C017;V04;1;998.56;0.0;998.56;0.0;998.56;Vendedor Externo;dataset_vendas_fake.xlsx
V00495;2024-02-20;P016;C025;V08;1;600.97;0.0;600.97;0.0;600.97;E-commerce;dataset_vendas_fake.xlsx
V00496;2024-07-08;P011;C014;V04;1;1235.91;0.0;1235.91;0.0;1235.91;E-commerce;dataset_vendas_fake.xlsx
V00497;2024-03-15;P001;C009;V06;1;4502.54;0.0;4502.54;0.0;4502.54;Marketplace;dataset_vendas_fake.xlsx
V00498;2024-03-19;P007;C011;V03;1;2526.13;0.0;2526.13;0.0;2526.13;Vendedor Externo;dataset_vendas_fake.xlsx
V00499;2024-10-18;P008;C016;V07;2;1780.65;0.0;3561.3;0.0;3561.3;Marketplace;dataset_vendas_fake.xlsx
V00500;2024-09-07;P016;C015;V03;1;663.8;0.1;663.8;66.38;597.42;Marketplace;dataset_vendas_fake.xlsx
V00501;2024-03-27;P005;C024;V06;1;2126.57;0.0;2126.57;0.0;2126.57;E-commerce;dataset_vendas_fake.xlsx
V00502;2024-10-04;P002;C017;V04;1;3872.59;0.0;3872.59;0.0;3872.59;Loja Física;dataset_vendas_fake.xlsx
V00503;2024-12-08;P002;C025;V03;1;4022.93;0.0;4022.93;0.0;4022.93;Vendedor Externo;dataset_vendas_fake.xlsx
V00504;2024-03-11;P008;C003;V02;2;1841.45;0.05;3682.9;184.14;3498.76;Loja Física;dataset_vendas_fake.xlsx
V00505;2024-04-21;P017;C015;V08;4;477.42;0.0;1909.68;0.0;1909.68;Loja Física;dataset_vendas_fake.xlsx
V00506;2024-11-12;P020;C030;V08;1;191.96;0.1;191.96;19.2;172.76;Vendedor Externo;dataset_vendas_fake.xlsx
V00507;2024-01-09;P001;C018;V05;1;5038.28;0.0;5038.28;0.0;5038.28;Loja Física;dataset_vendas_fake.xlsx
V00508;2024-01-09;P017;C024;V06;4;521.77;0.0;2087.08;0.0;2087.08;Marketplace;dataset_vendas_fake.xlsx
V00509;2024-01-09;P017;C027;V04;1;509.15;0.0;509.15;0.0;509.15;E-commerce;dataset_vendas_fake.xlsx
V00510;2024-02-24;P004;C017;V04;1;275.59;0.0;275.59;0.0;275.59;E-commerce;dataset_vendas_fake.xlsx
V00511;2024-04-08;P020;C017;V04;1;190.27;0.05;190.27;9.51;180.76;Marketplace;dataset_vendas_fake.xlsx
V00512;2024-05-16;P013;C003;V07;1;132.5;0.0;132.5;0.0;132.5;Vendedor Externo;dataset_vendas_fake.xlsx
V00513;2024-08-23;P019;C008;V03;1;506.05;0.0;506.05;0.0;506.05;Marketplace;dataset_vendas_fake.xlsx
V00514;2024-12-16;P003;C021;V02;1;67.42;0.0;67.42;0.0;67.42;Loja Física;dataset_vendas_fake.xlsx
V00515;2024-07-26;P013;C013;V07;1;127.28;0.2;127.28;25.46;101.82;Loja Física;dataset_vendas_fake.xlsx
V00516;2024-11-22;P001;C023;V05;1;4902.71;0.0;4902.71;0.0;4902.71;Loja Física;dataset_vendas_fake.xlsx
V00517;2024-09-12;P014;C021;V07;1;110.37;0.15;110.37;16.56;93.81;Loja Física;dataset_vendas_fake.xlsx
V00518;2024-09-27;P002;C008;V03;2;4302.81;0.1;8605.62;860.56;7745.06;Vendedor Externo;dataset_vendas_fake.xlsx
V00519;2024-05-18;P002;C030;V03;1;3707.8;0.0;3707.8;0.0;3707.8;Marketplace;dataset_vendas_fake.xlsx
V00520;2024-10-05;P019;C022;V01;1;524.94;0.15;524.94;78.74;446.2;E-commerce;dataset_vendas_fake.xlsx
V00521;2024-06-10;P001;C007;V01;1;4265.3;0.05;4265.3;213.26;4052.04;Vendedor Externo;dataset_vendas_fake.xlsx
V00522;2024-02-09;P010;C006;V01;1;492.13;0.0;492.13;0.0;492.13;Vendedor Externo;dataset_vendas_fake.xlsx
V00523;2024-12-12;P018;C011;V08;2;795.73;0.0;1591.46;0.0;1591.46;E-commerce;dataset_vendas_fake.xlsx
V00524;2024-12-18;P003;C017;V04;1;65.49;0.0;65.49;0.0;65.49;Loja Física;dataset_vendas_fake.xlsx
V00525;2024-02-20;P014;C008;V03;2;116.4;0.0;232.8;0.0;232.8;Marketplace;dataset_vendas_fake.xlsx
V00526;2024-11-05;P020;C020;V06;1;163.58;0.0;163.58;0.0;163.58;Marketplace;dataset_vendas_fake.xlsx
V00527;2024-01-16;P009;C026;V07;2;360.34;0.0;720.68;0.0;720.68;Vendedor Externo;dataset_vendas_fake.xlsx
V00528;2024-04-26;P012;C018;V05;1;947.74;0.0;947.74;0.0;947.74;Vendedor Externo;dataset_vendas_fake.xlsx
V00529;2024-04-05;P019;C022;V06;5;441.24;0.0;2206.2;0.0;2206.2;Loja Física;dataset_vendas_fake.xlsx
V00530;2024-11-12;P010;C026;V02;1;447.96;0.05;447.96;22.4;425.56;Loja Física;dataset_vendas_fake.xlsx
V00531;2024-02-12;P009;C005;V06;2;399.23;0.0;798.46;0.0;798.46;E-commerce;dataset_vendas_fake.xlsx
V00532;2024-07-18;P011;C012;V01;1;1338.13;0.0;1338.13;0.0;1338.13;Loja Física;dataset_vendas_fake.xlsx
V00533;2024-01-03;P010;C015;V08;1;408.89;0.0;408.89;0.0;408.89;Marketplace;dataset_vendas_fake.xlsx
V00534;2024-02-22;P005;C003;V02;3;1975.73;0.0;5927.19;0.0;5927.19;Vendedor Externo;dataset_vendas_fake.xlsx
V00535;2024-08-17;P018;C018;V05;1;852.03;0.0;852.03;0.0;852.03;Loja Física;dataset_vendas_fake.xlsx
V00536;2024-01-14;P003;C012;V01;1;57.31;0.1;57.31;5.73;51.58;Marketplace;dataset_vendas_fake.xlsx
V00537;2024-07-16;P001;C010;V07;1;4604.81;0.1;4604.81;460.48;4144.33;Vendedor Externo;dataset_vendas_fake.xlsx
V00538;2024-02-13;P018;C029;V01;2;890.65;0.0;1781.3;0.0;1781.3;E-commerce;dataset_vendas_fake.xlsx
V00539;2024-12-16;P013;C006;V01;1;141.01;0.2;141.01;28.2;112.81;Marketplace;dataset_vendas_fake.xlsx
V00540;2024-06-03;P009;C016;V02;2;361.31;0.05;722.62;36.13;686.49;Loja Física;dataset_vendas_fake.xlsx
V00541;2024-03-26;P014;C009;V06;1;95.33;0.0;95.33;0.0;95.33;Marketplace;dataset_vendas_fake.xlsx
V00542;2024-09-04;P003;C012;V06;4;59.01;0.0;236.04;0.0;236.04;E-commerce;dataset_vendas_fake.xlsx
V00543;2024-11-16;P016;C020;V01;1;690.02;0.0;690.02;0.0;690.02;Vendedor Externo;dataset_vendas_fake.xlsx
V00544;2024-02-24;P005;C010;V02;1;2271.99;0.0;2271.99;0.0;2271.99;Vendedor Externo;dataset_vendas_fake.xlsx
V00545;2024-06-19;P020;C013;V07;2;198.69;0.15;397.38;59.61;337.77;Vendedor Externo;dataset_vendas_fake.xlsx
V00546;2024-06-20;P014;C027;V04;1;104.23;0.0;104.23;0.0;104.23;Marketplace;dataset_vendas_fake.xlsx
V00547;2024-06-13;P020;C023;V05;5;204.68;0.0;1023.4;0.0;1023.4;Vendedor Externo;dataset_vendas_fake.xlsx
V00548;2024-06-09;P006;C013;V07;2;1002.63;0.0;2005.26;0.0;2005.26;Marketplace;dataset_vendas_fake.xlsx
V00549;2024-12-21;P016;C019;V05;1;726.89;0.0;726.89;0.0;726.89;Marketplace;dataset_vendas_fake.xlsx
V00550;2024-07-11;P009;C027;V04;2;380.93;0.05;761.86;38.09;723.77;Marketplace;dataset_vendas_fake.xlsx
V00551;2024-02-28;P019;C007;V01;1;461.07;0.0;461.07;0.0;461.07;Loja Física;dataset_vendas_fake.xlsx
V00552;2024-08-24;P007;C015;V08;1;2433.28;0.15;2433.28;364.99;2068.29;Loja Física;dataset_vendas_fake.xlsx
V00553;2024-07-28;P016;C005;V06;1;651.33;0.0;651.33;0.0;651.33;E-commerce;dataset_vendas_fake.xlsx
V00554;2024-05-09;P005;C023;V05;1;2190.31;0.0;2190.31;0.0;2190.31;Vendedor Externo;dataset_vendas_fake.xlsx
V00555;2024-02-07;P015;C020;V06;3;299.03;0.2;897.09;179.42;717.67;Vendedor Externo;dataset_vendas_fake.xlsx
V00556;2024-09-30;P017;C030;V08;3;502.73;0.15;1508.19;226.23;1281.96;Loja Física;dataset_vendas_fake.xlsx
V00557;2024-07-03;P018;C020;V01;1;952.39;0.0;952.39;0.0;952.39;Loja Física;dataset_vendas_fake.xlsx
V00558;2024-05-07;P012;C006;V01;3;1009.98;0.1;3029.94;302.99;2726.95;Vendedor Externo;dataset_vendas_fake.xlsx
V00559;2024-06-18;P014;C004;V01;2;101.75;0.0;203.5;0.0;203.5;Loja Física;dataset_vendas_fake.xlsx
V00560;2024-05-12;P008;C017;V04;1;1572.88;0.0;1572.88;0.0;1572.88;Vendedor Externo;dataset_vendas_fake.xlsx
V00561;2024-07-10;P013;C015;V03;1;151.19;0.0;151.19;0.0;151.19;Marketplace;dataset_vendas_fake.xlsx
V00562;2024-01-13;P016;C004;V06;2;622.26;0.1;1244.52;124.45;1120.07;Vendedor Externo;dataset_vendas_fake.xlsx
V00563;2024-02-13;P004;C027;V04;3;255.68;0.0;767.04;0.0;767.04;Marketplace;dataset_vendas_fake.xlsx
V00564;2024-06-08;P011;C015;V03;2;1166.96;0.0;2333.92;0.0;2333.92;Vendedor Externo;dataset_vendas_fake.xlsx
V00565;2024-06-27;P016;C004;V06;1;624.59;0.0;624.59;0.0;624.59;Vendedor Externo;dataset_vendas_fake.xlsx
V00566;2024-06-12;P003;C010;V02;1;56.66;0.0;56.66;0.0;56.66;Loja Física;dataset_vendas_fake.xlsx
V00567;2024-01-12;P011;C021;V02;4;1283.68;0.2;5134.72;1026.94;4107.78;E-commerce;dataset_vendas_fake.xlsx
V00568;2024-05-04;P017;C006;V01;1;516.47;0.0;516.47;0.0;516.47;Marketplace;dataset_vendas_fake.xlsx
V00569;2024-10-13;P014;C015;V03;1;96.52;0.0;96.52;0.0;96.52;Vendedor Externo;dataset_vendas_fake.xlsx
V00570;2024-11-18;P006;C006;V06;1;1026.8;0.0;1026.8;0.0;1026.8;Vendedor Externo;dataset_vendas_fake.xlsx
V00571;2024-01-15;P020;C029;V01;1;165.29;0.05;165.29;8.26;157.03;Vendedor Externo;dataset_vendas_fake.xlsx
V00572;2024-10-30;P014;C013;V02;1;95.28;0.2;95.28;19.06;76.22;E-commerce;dataset_vendas_fake.xlsx
V00573;2024-04-15;P009;C025;V03;1;373.32;0.2;373.32;74.66;298.66;Loja Física;dataset_vendas_fake.xlsx
V00574;2024-10-01;P006;C012;V06;1;909.85;0.0;909.85;0.0;909.85;E-commerce;dataset_vendas_fake.xlsx
V00575;2024-08-22;P004;C009;V06;1;231.37;0.0;231.37;0.0;231.37;Marketplace;dataset_vendas_fake.xlsx
V00576;2024-11-01;P013;C020;V06;1;135.69;0.2;135.69;27.14;108.55;Loja Física;dataset_vendas_fake.xlsx
V00577;2024-06-27;P012;C028;V05;2;952.46;0.0;1904.92;0.0;1904.92;E-commerce;dataset_vendas_fake.xlsx
V00578;2024-12-10;P010;C030;V03;2;459.03;0.0;918.06;0.0;918.06;E-commerce;dataset_vendas_fake.xlsx
V00579;2024-06-09;P004;C008;V08;1;280.86;0.0;280.86;0.0;280.86;Loja Física;dataset_vendas_fake.xlsx
V00580;2024-04-03;P012;C023;V05;1;896.17;0.0;896.17;0.0;896.17;Vendedor Externo;dataset_vendas_fake.xlsx
V00581;2024-08-02;P020;C005;V06;2;195.88;0.05;391.76;19.59;372.17;Vendedor Externo;dataset_vendas_fake.xlsx
V00582;2024-04-05;P016;C021;V02;1;669.91;0.0;669.91;0.0;669.91;E-commerce;dataset_vendas_fake.xlsx
V00583;2024-09-07;P010;C005;V01;1;429.1;0.05;429.1;21.46;407.64;Marketplace;dataset_vendas_fake.xlsx
V00584;2024-08-18;P020;C002;V06;1;186.86;0.0;186.86;0.0;186.86;Loja Física;dataset_vendas_fake.xlsx
V00585;2024-09-05;P005;C007;V06;1;2001.63;0.2;2001.63;400.33;1601.3;Vendedor Externo;dataset_vendas_fake.xlsx
V00586;2024-07-28;P016;C014;V04;2;761.21;0.0;1522.42;0.0;1522.42;Vendedor Externo;dataset_vendas_fake.xlsx
V00587;2024-03-26;P003;C019;V05;1;64.88;0.0;64.88;0.0;64.88;E-commerce;dataset_vendas_fake.xlsx
V00588;2024-05-29;P002;C009;V01;2;3596.12;0.0;7192.24;0.0;7192.24;Marketplace;dataset_vendas_fake.xlsx
V00589;2024-03-27;P015;C019;V05;1;286.36;0.05;286.36;14.32;272.04;Loja Física;dataset_vendas_fake.xlsx
V00590;2024-10-20;P004;C009;V06;1;248.68;0.0;248.68;0.0;248.68;Loja Física;dataset_vendas_fake.xlsx
V00591;2024-08-13;P018;C007;V06;1;945.35;0.1;945.35;94.54;850.81;Loja Física;dataset_vendas_fake.xlsx
V00592;2024-11-30;P008;C010;V02;4;1830.5;0.0;7322.0;0.0;7322.0;Vendedor Externo;dataset_vendas_fake.xlsx
V00593;2024-05-14;P012;C028;V05;2;912.05;0.0;1824.1;0.0;1824.1;Vendedor Externo;dataset_vendas_fake.xlsx
V00594;2024-03-01;P008;C007;V06;2;1516.14;0.15;3032.28;454.84;2577.44;Vendedor Externo;dataset_vendas_fake.xlsx
V00595;2024-03-25;P020;C005;V01;1;191.49;0.0;191.49;0.0;191.49;E-commerce;dataset_vendas_fake.xlsx
V00596;2024-01-31;P019;C012;V06;3;500.76;0.0;1502.28;0.0;1502.28;E-commerce;dataset_vendas_fake.xlsx
V00597;2024-06-14;P010;C010;V07;1;458.06;0.0;458.06;0.0;458.06;Loja Física;dataset_vendas_fake.xlsx
V00598;2024-03-10;P014;C030;V03;2;107.2;0.0;214.4;0.0;214.4;Marketplace;dataset_vendas_fake.xlsx
V00599;2024-12-01;P005;C023;V05;1;1919.52;0.05;1919.52;95.98;1823.54;E-commerce;dataset_vendas_fake.xlsx
V00600;2024-03-15;P011;C027;V04;1;1134.7;0.0;1134.7;0.0;1134.7;Vendedor Externo;dataset_vendas_fake.xlsx
V00601;2024-09-07;P005;C019;V05;4;2262.19;0.0;9048.76;0.0;9048.76;Vendedor Externo;dataset_vendas_fake.xlsx
V00602;2024-07-11;P015;C003;V02;1;288.2;0.05;288.2;14.41;273.79;Vendedor Externo;dataset_vendas_fake.xlsx
V00603;2024-09-20;P009;C023;V05;2;328.7;0.0;657.4;0.0;657.4;Vendedor Externo;dataset_vendas_fake.xlsx
V00604;2024-09-06;P011;C019;V05;1;1318.18;0.05;1318.18;65.91;1252.27;Loja Física;dataset_vendas_fake.xlsx
V00605;2024-08-22;P012;C028;V05;1;817.26;0.0;817.26;0.0;817.26;Vendedor Externo;dataset_vendas_fake.xlsx
V00606;2024-04-21;P014;C027;V04;4;101.51;0.05;406.04;20.3;385.74;Vendedor Externo;dataset_vendas_fake.xlsx
V00607;2024-05-17;P011;C027;V04;2;1231.47;0.0;2462.94;0.0;2462.94;Marketplace;dataset_vendas_fake.xlsx
V00608;2024-10-07;P019;C005;V06;1;498.19;0.05;498.19;24.91;473.28;Marketplace;dataset_vendas_fake.xlsx
V00609;2024-12-15;P002;C002;V01;2;4019.7;0.0;8039.4;0.0;8039.4;Vendedor Externo;dataset_vendas_fake.xlsx
V00610;2024-01-09;P004;C030;V03;4;275.32;0.0;1101.28;0.0;1101.28;Vendedor Externo;dataset_vendas_fake.xlsx
V00611;2024-08-21;P001;C014;V04;5;4674.11;0.0;23370.55;0.0;23370.55;E-commerce;dataset_vendas_fake.xlsx
V00612;2024-11-28;P010;C006;V06;2;490.92;0.0;981.84;0.0;981.84;Loja Física;dataset_vendas_fake.xlsx
V00613;2024-12-01;P012;C009;V01;1;889.46;0.15;889.46;133.42;756.04;Marketplace;dataset_vendas_fake.xlsx
V00614;2024-12-06;P006;C002;V06;1;966.18;0.0;966.18;0.0;966.18;Marketplace;dataset_vendas_fake.xlsx
V00615;2024-12-24;P008;C014;V04;1;1757.43;0.15;1757.43;263.61;1493.82;Loja Física;dataset_vendas_fake.xlsx
V00616;2024-01-01;P007;C016;V02;1;2455.8;0.0;2455.8;0.0;2455.8;E-commerce;dataset_vendas_fake.xlsx
V00617;2024-10-30;P008;C017;V04;3;1771.24;0.0;5313.72;0.0;5313.72;Loja Física;dataset_vendas_fake.xlsx
V00618;2024-01-05;P011;C027;V04;2;1380.82;0.1;2761.64;276.16;2485.48;Vendedor Externo;dataset_vendas_fake.xlsx
V00619;2024-12-21;P005;C016;V02;3;2007.43;0.05;6022.29;301.11;5721.18;E-commerce;dataset_vendas_fake.xlsx
V00620;2024-07-15;P003;C024;V01;1;69.51;0.05;69.51;3.48;66.03;Loja Física;dataset_vendas_fake.xlsx
V00621;2024-06-09;P012;C029;V06;2;961.78;0.0;1923.56;0.0;1923.56;E-commerce;dataset_vendas_fake.xlsx
V00622;2024-07-14;P005;C021;V02;1;2391.95;0.15;2391.95;358.79;2033.16;Loja Física;dataset_vendas_fake.xlsx
V00623;2024-09-28;P019;C001;V01;1;444.61;0.0;444.61;0.0;444.61;Vendedor Externo;dataset_vendas_fake.xlsx
V00624;2024-06-28;P007;C021;V02;2;2918.83;0.0;5837.66;0.0;5837.66;Vendedor Externo;dataset_vendas_fake.xlsx
V00625;2024-11-11;P015;C028;V05;1;324.29;0.05;324.29;16.21;308.08;Loja Física;dataset_vendas_fake.xlsx
V00626;2024-02-21;P005;C025;V03;1;2184.93;0.0;2184.93;0.0;2184.93;Vendedor Externo;dataset_vendas_fake.xlsx
V00627;2024-06-28;P014;C011;V03;1;108.58;0.0;108.58;0.0;108.58;E-commerce;dataset_vendas_fake.xlsx
V00628;2024-05-21;P003;C008;V08;3;66.27;0.05;198.81;9.94;188.87;Loja Física;dataset_vendas_fake.xlsx
V00629;2024-12-03;P010;C007;V01;1;451.69;0.0;451.69;0.0;451.69;Vendedor Externo;dataset_vendas_fake.xlsx
V00630;2024-05-31;P002;C026;V02;1;4211.93;0.2;4211.93;842.39;3369.54;Vendedor Externo;dataset_vendas_fake.xlsx
V00631;2024-07-16;P004;C008;V08;1;250.29;0.1;250.29;25.03;225.26;Loja Física;dataset_vendas_fake.xlsx
V00632;2024-09-27;P001;C012;V06;1;4621.7;0.05;4621.7;231.08;4390.62;E-commerce;dataset_vendas_fake.xlsx
V00633;2024-07-17;P019;C014;V04;2;447.37;0.0;894.74;0.0;894.74;E-commerce;dataset_vendas_fake.xlsx
V00634;2024-08-29;P003;C001;V01;2;64.98;0.0;129.96;0.0;129.96;Loja Física;dataset_vendas_fake.xlsx
V00635;2024-05-14;P007;C002;V01;2;2398.48;0.05;4796.96;239.85;4557.11;Vendedor Externo;dataset_vendas_fake.xlsx
V00636;2024-09-16;P010;C021;V07;1;507.3;0.0;507.3;0.0;507.3;Vendedor Externo;dataset_vendas_fake.xlsx
V00637;2024-12-25;P013;C003;V02;1;123.7;0.0;123.7;0.0;123.7;Marketplace;dataset_vendas_fake.xlsx
V00638;2024-02-12;P010;C003;V02;3;511.59;0.0;1534.77;0.0;1534.77;E-commerce;dataset_vendas_fake.xlsx
V00639;2024-10-01;P011;C013;V02;1;1337.43;0.1;1337.43;133.74;1203.69;Marketplace;dataset_vendas_fake.xlsx
V00640;2024-12-23;P014;C024;V01;1;104.03;0.0;104.03;0.0;104.03;Loja Física;dataset_vendas_fake.xlsx
V00641;2024-05-05;P003;C030;V08;2;56.3;0.0;112.6;0.0;112.6;Loja Física;dataset_vendas_fake.xlsx
V00642;2024-08-20;P020;C020;V01;1;198.64;0.0;198.64;0.0;198.64;Marketplace;dataset_vendas_fake.xlsx
V00643;2024-12-07;P006;C004;V01;1;992.84;0.0;992.84;0.0;992.84;E-commerce;dataset_vendas_fake.xlsx
V00644;2024-12-25;P001;C006;V06;1;4649.58;0.0;4649.58;0.0;4649.58;Marketplace;dataset_vendas_fake.xlsx
V00645;2024-09-24;P017;C026;V07;1;555.26;0.0;555.26;0.0;555.26;E-commerce;dataset_vendas_fake.xlsx
V00646;2024-07-09;P005;C024;V06;2;2016.66;0.1;4033.32;403.33;3629.99;Loja Física;dataset_vendas_fake.xlsx
V00647;2024-01-16;P011;C026;V07;1;1136.5;0.0;1136.5;0.0;1136.5;Marketplace;dataset_vendas_fake.xlsx
V00648;2024-09-25;P003;C009;V01;1;68.61;0.05;68.61;3.43;65.18;Vendedor Externo;dataset_vendas_fake.xlsx
V00649;2024-08-21;P017;C012;V01;2;543.8;0.0;1087.6;0.0;1087.6;Vendedor Externo;dataset_vendas_fake.xlsx
V00650;2024-10-17;P006;C012;V01;1;955.41;0.0;955.41;0.0;955.41;Marketplace;dataset_vendas_fake.xlsx
V00651;2024-02-22;P019;C022;V01;1;451.25;0.0;451.25;0.0;451.25;E-commerce;dataset_vendas_fake.xlsx
